id,positive ratings,negative ratings,total reviews,rating percentage,category,first_release_date,platforms,genres,aggregated_rating,aggregated_rating_count,game_engines,game_modes,player_perspectives
"I MAED A GAM3 W1TH Z0MB1ES 1NIT!!!1 ",,,,,,,,,,,,,
Plague Inc: Evolved,"49,660","2,902","52,562",92.79%,remake,1442534400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Indie']",80.0,3.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']","['Bird view / Isometric', 'Text']"
TIS-100,"3,662",125,"3,787",92.79%,main_game,1437350400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Simulator', 'Indie']",,,['Unity'],['Single player'],['Text']
TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,"2,292",62,"2,354",92.79%,main_game,1552867200,['PC (Microsoft Windows)'],"['Shooter', 'Adventure', 'Indie']",,,,['Single player'],['Bird view / Isometric']
Palworld,"300,917","20,089","321,006",92.78%,main_game,1705622400,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'Xbox One', 'Mac']","['Shooter', 'Role-playing (RPG)', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",,,['Unreal Engine 5'],"['Single player', 'Multiplayer', 'Co-operative', 'Massively Multiplayer Online (MMO)']",['Third person']
Meteor 60 Seconds!,"4,404",162,"4,566",92.78%,main_game,1519603200,"['PC (Microsoft Windows)', 'Mac']","['Simulator', 'Indie']",,,,['Single player'],
Brutal Orchestra,"1,535",31,"1,566",92.78%,main_game,1639699200,"['PC (Microsoft Windows)', 'Linux']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",,,['Unity'],['Single player'],['Side view']
Hades II,"44,278","2,567","46,845",92.77%,main_game,1714953600,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Adventure', 'Indie']",90.0,3.0,['Proprietary Engine'],['Single player'],['Bird view / Isometric']
Tales from the Borderlands,"16,633",846,"17,479",92.77%,main_game,1416873600,"['PC (Microsoft Windows)', 'PlayStation 3', 'PlayStation 4', 'Xbox 360', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Adventure']",87.82142857142857,12.0,['Telltale Tool'],['Single player'],['Third person']
Pony Island,"15,531",781,"16,312",92.77%,main_game,1451865600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Puzzle', 'Simulator', 'Adventure', 'Indie']",92.0,3.0,['Unity'],['Single player'],"['Side view', 'Text']"
Lily's Well,"2,022",51,"2,073",92.77%,main_game,1640563200,['PC (Microsoft Windows)'],"['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,['RPG Maker MV'],['Single player'],"['First person', 'Bird view / Isometric', 'Side view']"
planetarian ~the reverie of a little planet~,"1,976",49,"2,025",92.77%,main_game,1101686400,"['PlayStation 2', 'PC (Microsoft Windows)', 'PlayStation Portable', 'Android', 'Legacy Mobile Device', 'iOS', 'Nintendo Switch']","['Adventure', 'Visual Novel']",,,['Real Live'],['Single player'],"['First person', 'Text']"
Stella of The End,"1,608",34,"1,642",92.77%,main_game,1664496000,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Nintendo Switch']","['Adventure', 'Visual Novel']",,,['SiglusEngine'],['Single player'],['Text']
Psychonauts,"16,211",824,"17,035",92.76%,main_game,1113868800,"['PlayStation 2', 'PC (Microsoft Windows)', 'PlayStation 3', 'Xbox', 'PlayStation 4', 'Xbox 360', 'Xbox One', 'Linux', 'Mac']","['Platform', 'Puzzle', 'Adventure']",84.83333333333333,7.0,,['Single player'],['Third person']
Unreal Tournament 2004,"3,817",134,"3,951",92.76%,main_game,1079395200,"['PC (Microsoft Windows)', 'Linux', 'Mac']",['Shooter'],88.0,3.0,['Unreal Engine 2.5'],"['Single player', 'Multiplayer']",['First person']
Yakuza Kiwami 2,"14,590",729,"15,319",92.75%,remake,1512604800,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Adventure']",85.81818181818181,12.0,['Dragon Engine'],['Single player'],['Third person']
Kingdom Rush Origins,"6,371",265,"6,636",92.75%,main_game,1415318400,"['PC (Microsoft Windows)', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Real Time Strategy (RTS)', 'Strategy', 'Indie']",70.0,1.0,,['Single player'],
Star of Providence,"1,867",45,"1,912",92.75%,main_game,1496793600,"['PC (Microsoft Windows)', 'Linux', 'Nintendo Switch']","['Shooter', 'Indie', 'Arcade']",90.0,1.0,,['Single player'],['Bird view / Isometric']
Path of Achra,"1,471",29,"1,500",92.75%,main_game,1682899200,['PC (Microsoft Windows)'],['Role-playing (RPG)'],,,['Godot'],['Single player'],['Bird view / Isometric']
Pikuniku,"8,841",401,"9,242",92.74%,main_game,1548288000,"['PC (Microsoft Windows)', 'Google Stadia', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",74.8,6.0,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Unreal Tournament: Game of the Year Edition,"4,008",144,"4,152",92.74%,main_game,972432000,['PC (Microsoft Windows)'],['Shooter'],,,['Unreal Engine'],"['Single player', 'Multiplayer']",['First person']
Cinderella Phenomenon,"3,843",136,"3,979",92.74%,main_game,1491350400,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']","['Simulator', 'Indie', 'Visual Novel']",,,,['Single player'],['First person']
"私のリアルは充実しすぎている フルボイス版 ",,,,,,,,,,,,,
I Was a Teenage Exocolonist,"3,138",102,"3,240",92.74%,main_game,1661385600,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Adventure', 'Indie', 'Visual Novel', 'Card & Board Game']",,,,['Single player'],['Text']
Epic Battle Fantasy 4,"2,965",94,"3,059",92.74%,main_game,1362355200,"['PC (Microsoft Windows)', 'Linux', 'Web browser', 'Mac']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure']",,,['Adobe Flash Player'],['Single player'],"['Bird view / Isometric', 'Side view']"
"时间切片：序章 ",,,,,,,,,,,,,
Five Nights at Freddy's: Into the Pit,"7,379",321,"7,700",92.73%,main_game,1722988800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",95.0,1.0,,['Single player'],['Side view']
Mark of the Ninja: Remastered,"5,568",224,"5,792",92.73%,remaster,1539043200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Platform', 'Tactical', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
Thank Goodness You're Here!,"3,001",96,"3,097",92.73%,main_game,1722470400,"['PC (Microsoft Windows)', 'PlayStation 5', 'PlayStation 4', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",90.0,2.0,['Unity'],['Single player'],['Side view']
Rise of the Tomb Raider,"120,963","7,722","128,685",92.72%,main_game,1447113600,"['PC (Microsoft Windows)', 'Google Stadia', 'PlayStation VR', 'PlayStation 4', 'Xbox 360', 'Xbox One', 'Linux', 'Mac']","['Shooter', 'Adventure']",87.04,27.0,['Foundation Engine'],"['Single player', 'Co-operative']","['First person', 'Third person', 'Virtual Reality']"
House Flipper,"83,393","5,182","88,575",92.72%,main_game,1526515200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Simulator', 'Indie']",61.5,4.0,['Unity'],['Single player'],['First person']
Tabletop Simulator,"63,433","3,850","67,283",92.72%,dlc_addon,1433462400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Indie']",,,,,
Alien Swarm: Reactive Drop,"20,752","1,107","21,859",92.72%,standalone_expansion,1492646400,['PC (Microsoft Windows)'],['Shooter'],,,['Source'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
Orbt XL,"3,204",106,"3,310",92.72%,main_game,1492732800,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Indie', 'Arcade']",,,,['Single player'],
Cattails: Wildwood Story,"1,302",23,"1,325",92.72%,main_game,1697760000,"['PC (Microsoft Windows)', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Simulator', 'Adventure']",,,,['Single player'],
Zodiacats,905,9,914,92.72%,main_game,1642723200,"['PC (Microsoft Windows)', 'Linux', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Card & Board Game']",,,,['Single player'],['Side view']
Nine Sols,"12,875",636,"13,511",92.71%,main_game,1716940800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Mac', 'Nintendo Switch']","['Platform', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",87.5,3.0,['Unity'],['Single player'],['Side view']
Everhood,"11,868",577,"12,445",92.71%,main_game,1614729600,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Music', 'Role-playing (RPG)', 'Adventure', 'Indie']",76.66666666666667,4.0,,['Single player'],
Half-Life: MMod,"4,380",164,"4,544",92.71%,mod,1545696000,['PC (Microsoft Windows)'],['Shooter'],,,['Source'],['Single player'],['First person']
"A Space For The Unbound - Prologue ",,,,,,,,,,,,,
Amnesia: The Dark Descent,"31,085","1,757","32,842",92.70%,main_game,1283904000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",89.0,3.0,['HPL Engine'],['Single player'],['First person']
The Arrogant Kaiju Princess and The Detective Servant,"2,279",64,"2,343",92.70%,main_game,1703116800,['PC (Microsoft Windows)'],"['Role-playing (RPG)', 'Indie']",,,,['Single player'],
XCOM: Enemy Unknown,"51,625","3,089","54,714",92.69%,remake,1349740800,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Mac']","['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical']",88.5,14.0,['Unreal Engine'],"['Single player', 'Multiplayer']",['Bird view / Isometric']
Songs for a Hero - Definitive Edition,"3,635",128,"3,763",92.69%,expanded_game,1625011200,"['PC (Microsoft Windows)', 'Linux', 'Mac', 'Nintendo Switch']","['Music', 'Platform', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
Coffee Talk Episode 2: Hibiscus & Butterfly,"1,953",50,"2,003",92.69%,main_game,1681948800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie', 'Visual Novel']",75.0,1.0,,['Single player'],['First person']
Super Meat Boy,"32,787","1,873","34,660",92.68%,main_game,1270252800,['iOS'],['Platform'],,,,,
Stronghold HD,"9,019",417,"9,436",92.68%,remaster,1351728000,['PC (Microsoft Windows)'],"['Real Time Strategy (RTS)', 'Simulator', 'Strategy']",,,,"['Single player', 'Multiplayer']",['Bird view / Isometric']
Primordia,"3,109",103,"3,212",92.68%,main_game,1354665600,"['PC (Microsoft Windows)', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Point-and-click', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Indie']",65.0,4.0,['Adventure Game Studio'],['Single player'],['Third person']
Cats Hidden in Italy,"1,565",34,"1,599",92.68%,main_game,1690761600,"['PC (Microsoft Windows)', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
The Powder Toy,952,11,963,92.68%,main_game,1135987200,"['PC (Microsoft Windows)', 'Android', 'Linux', 'Mac']",['Simulator'],,,,['Single player'],['Side view']
Defense Grid: The Awakening,"4,822",189,"5,011",92.67%,main_game,1228694400,"['PC (Microsoft Windows)', 'Xbox 360']","['Real Time Strategy (RTS)', 'Simulator', 'Strategy', 'Tactical', 'Indie']",86.0,2.0,['Gamebryo'],['Single player'],['Bird view / Isometric']
Antichamber,"15,912",824,"16,736",92.66%,main_game,1359590400,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Platform', 'Puzzle', 'Adventure', 'Indie']",82.66666666666667,7.0,['Unreal Engine'],['Single player'],['First person']
Cato,"1,141",18,"1,159",92.66%,main_game,1725580800,"['PC (Microsoft Windows)', 'Mac']","['Platform', 'Puzzle', 'Adventure', 'Indie']",,,['Unity'],['Single player'],
LYNE,"7,789",351,"8,140",92.65%,main_game,1388534400,"['PC (Microsoft Windows)', 'Windows Phone', 'Android', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Music', 'Puzzle', 'Indie']",,,['Unity'],['Single player'],['Side view']
Yoku's Island Express,"4,434",170,"4,604",92.65%,main_game,1527552000,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Puzzle', 'Pinball', 'Adventure', 'Indie', 'Arcade']",84.5,11.0,['Custom built engine'],['Single player'],['Side view']
One Finger Death Punch 2,"4,178",157,"4,335",92.65%,main_game,1555286400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Fighting', ""Hack and slash/Beat 'em up"", 'Indie', 'Arcade']",85.83333333333333,7.0,['Unity'],['Single player'],['Side view']
Dogs Organized Neatly,"1,139",18,"1,157",92.65%,main_game,1635724800,['PC (Microsoft Windows)'],"['Puzzle', 'Indie']",,,,['Single player'],['First person']
Moonleap,821,7,828,92.65%,main_game,1681171200,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Nintendo Switch']","['Platform', 'Puzzle', 'Strategy', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
Yakuza: Like a Dragon,"28,434","1,609","30,043",92.64%,main_game,1579132800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One']","['Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Adventure']",86.0625,18.0,['Dragon Engine'],['Single player'],"['First person', 'Third person']"
Acting Lessons,"4,865",193,"5,058",92.64%,main_game,1564012800,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Point-and-click', 'Role-playing (RPG)', 'Visual Novel']",,,"[""Ren'Py Visual Novel Engine""]",['Single player'],['Side view']
"Maitetsu:Pure Station ",,,,,,,,,,,,,
Brothers - A Tale of Two Sons,"38,478","2,259","40,737",92.63%,main_game,1375833600,"['PC (Microsoft Windows)', 'PlayStation 3', 'Windows Phone', 'PlayStation 4', 'Xbox 360', 'Android', 'Xbox One', 'iOS', 'Nintendo Switch']","['Puzzle', 'Adventure', 'Indie']",83.4375,19.0,['Unreal Engine 3'],"['Single player', 'Co-operative']",['Third person']
Sid Meier's Civilization IV: Beyond the Sword,"4,140",156,"4,296",92.63%,expansion,1184716800,"['PC (Microsoft Windows)', 'Mac']","['Simulator', 'Strategy', 'Turn-based strategy (TBS)']",82.5,3.0,['Gamebryo'],"['Single player', 'Multiplayer']",['Bird view / Isometric']
daydream 白日夢,"1,019",14,"1,033",92.63%,main_game,1677715200,['PC (Microsoft Windows)'],['Role-playing (RPG)'],,,,,
Muck,"158,488","10,489","168,977",92.62%,main_game,1622851200,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Adventure', 'Indie']",,,['Unity'],"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Airships: Conquer the Skies,"5,387",222,"5,609",92.62%,main_game,1534377600,"['PC (Microsoft Windows)', 'Linux', 'Mac']","['Simulator', 'Strategy', 'Indie']",87.0,1.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Side view']
Resonance of the Ocean,"1,636",38,"1,674",92.62%,main_game,1652313600,"['PC (Microsoft Windows)', 'Android', 'Web browser', 'Mac']","['Puzzle', 'Adventure', 'Indie', 'Arcade']",,,['Unity'],['Single player'],"['Bird view / Isometric', 'Side view']"
Alien Swarm,"20,011","1,087","21,098",92.61%,main_game,1278720000,['PC (Microsoft Windows)'],['Shooter'],60.0,1.0,['Source'],"['Single player', 'Multiplayer', 'Co-operative']",['Bird view / Isometric']
OCTOPATH TRAVELER II,"11,270",555,"11,825",92.61%,main_game,1677196800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Role-playing (RPG)', 'Turn-based strategy (TBS)']",89.33333333333333,9.0,['Unreal Engine'],['Single player'],['Bird view / Isometric']
Spaceflight Simulator,"5,132",209,"5,341",92.61%,main_game,1645142400,"['PC (Microsoft Windows)', 'Mac']","['Simulator', 'Indie']",,,,,
Samorost 1,"4,045",153,"4,198",92.59%,remaster,1621468800,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,,['Single player'],['Side view']
"Feeding Frenzy 2: Shipwreck Showdown Deluxe ",,,,,,,,,,,,,
Superliminal,"26,674","1,517","28,191",92.58%,main_game,1573516800,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Shooter', 'Puzzle', 'Adventure', 'Indie']",79.5,9.0,,"['Single player', 'Multiplayer', 'Co-operative']",['First person']
Contraband Police,"15,979",846,"16,825",92.57%,main_game,1678233600,['PC (Microsoft Windows)'],"['Shooter', 'Simulator', 'Indie']",,,['Unity'],['Single player'],['First person']
pureya,"2,159",62,"2,221",92.57%,main_game,1615075200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Linux', 'iOS', 'Mac', 'Nintendo Switch']","['Indie', 'Arcade']",,,,['Single player'],
Aperture Desk Job,"21,372","1,185","22,557",92.56%,main_game,1646092800,"['PC (Microsoft Windows)', 'Linux']","['Puzzle', 'Adventure']",,,['Source 2'],['Single player'],['First person']
Darkwood,"18,728","1,019","19,747",92.56%,main_game,725760000,['Mac'],"['Role-playing (RPG)', 'Indie']",,,,['Single player'],
SUPER CHICKEN JUMPER,"4,399",173,"4,572",92.56%,main_game,1632441600,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Android', 'Xbox One', 'Nintendo Switch']","['Shooter', 'Platform', 'Adventure', 'Indie']",,,['Game Maker Studio 2'],"['Single player', 'Co-operative', 'Split screen']",['Side view']
Mitoza,"3,018",103,"3,121",92.56%,main_game,1614902400,"['PC (Microsoft Windows)', 'Mac']","['Point-and-click', 'Puzzle', 'Adventure', 'Indie']",,,,,['Side view']
FAR: Lone Sails,"18,447","1,003","19,450",92.55%,main_game,1526515200,"['PC (Microsoft Windows)', 'PlayStation 4', 'Android', 'Xbox One', 'iOS', 'Mac', 'Nintendo Switch']","['Platform', 'Puzzle', 'Simulator', 'Adventure', 'Indie']",77.5,2.0,['Unity'],['Single player'],['Side view']
The Walking Dead: The Final Season,"17,120",921,"18,041",92.55%,main_game,1534118400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Point-and-click', 'Adventure']",71.25,7.0,['Telltale Tool'],['Single player'],['Third person']
BioShock Infinite,"129,366","8,572","137,938",92.54%,main_game,1361836800,"['PC (Microsoft Windows)', 'PlayStation 3', 'Xbox 360', 'Linux', 'Mac']","['Shooter', 'Adventure']",93.21428571428572,16.0,['Unreal Engine'],['Single player'],['First person']
Wildermyth,"16,094",859,"16,953",92.54%,main_game,1623715200,"['PC (Microsoft Windows)', 'PlayStation 5', 'Xbox Series X|S', 'PlayStation 4', 'Xbox One', 'Linux', 'Mac', 'Nintendo Switch']","['Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Indie']",88.5,2.0,,"['Single player', 'Multiplayer', 'Co-operative']",['Third person']
Dagon,"10,528",521,"11,049",92.54%,main_game,1629763200,"['PC (Microsoft Windows)', 'SteamVR']","['Adventure', 'Indie', 'Visual Novel']",,,['Unity 2019'],['Single player'],"['First person', 'Virtual Reality']"
Hidden in Plain Sight,755,6,761,92.54%,main_game,1727395200,['PC (Microsoft Windows)'],"['Quiz/Trivia', 'Indie', 'Arcade']",,,,"['Single player', 'Multiplayer']",
Geometry Dash,"349,756","24,560","374,316",92.53%,main_game,1376265600,"['PC (Microsoft Windows)', 'Android', 'iOS', 'Mac']","['Music', 'Platform', 'Adventure', 'Indie', 'Arcade']",,,['Cocos2d-x'],['Single player'],['Side view']
Supraland,"11,759",596,"12,355",92.53%,main_game,1554422400,"['PC (Microsoft Windows)', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Platform', 'Puzzle', 'Adventure', 'Indie']",80.0,3.0,['Unreal Engine 4'],['Single player'],['First person']
"Little Kitty, Big City","6,762",304,"7,066",92.53%,main_game,1715212800,"['PC (Microsoft Windows)', 'Xbox Series X|S', 'Xbox One', 'Nintendo Switch']","['Simulator', 'Adventure', 'Indie']",89.0,1.0,['Unity'],['Single player'],['Third person']
