_key,id,positive ratings,negative ratings,total reviews,rating percentage,info/0/id,info/0/category,info/0/cover,info/0/first_release_date,info/0/platforms/0,info/0/platforms/1,info/0/slug,info/0/summary,info/0/url,info/0/aggregated_rating,info/0/aggregated_rating_count,info/0/game_engines/0,info/0/game_modes/0,info/0/game_modes/1,info/0/game_modes/2,info/0/involved_companies/0,info/0/involved_companies/1,info/0/involved_companies/2,info/0/involved_companies/3,info/0/involved_companies/4,info/0/multiplayer_modes/0,info/0/multiplayer_modes/1,info/0/multiplayer_modes/2,info/0/multiplayer_modes/3,info/0/platforms/2,info/0/platforms/3,info/0/platforms/4,info/0/platforms/5,info/0/platforms/6,info/0/platforms/7,info/0/platforms/8,info/0/platforms/9,info/0/player_perspectives/0,info/0/storyline,info/0/game_localizations/0,info/0/game_localizations/1,info/0/game_modes/3,info/0/status,info/0/involved_companies/5,info/0/involved_companies/6,info/0/involved_companies/7,info/0/involved_companies/8,info/0/platforms/10,info/0/platforms/11,info/0/platforms/12,info/0/platforms/13,info/0/platforms/14,info/0/player_perspectives/1,info/0/player_perspectives/2,info/0/remakes/0,info/0/game_engines/1,info/0/game_engines/2,info/0/platforms/15,info/0/remasters/0,info/0/game_engines/3,info/0/remasters/1,info/0/player_perspectives/3
Dishonored,533,"78,162","1,884","80,046",96.05%,533,0,266140,1349740800,6,9,dishonored,"Dishonored is an immersive first-person action game that casts you as a supernatural assassin driven by revenge. With Dishonored’s flexible combat system, creatively eliminate your targets as you combine the supernatural abilities, weapons and unusual gadgets at your disposal. Pursue your enemies under the cover of darkness or ruthlessly attack them head on with weapons drawn. The outcome of each mission plays out based on the choices you make.",https://www.igdb.com/games/dishonored,90.35714285714286,15,6,1,,,3752,95340,,,,,,,,12,,,,,,,,1,"Dishonored is set in Dunwall, an industrial whaling city where strange steampunk-inspired technology and otherworldly forces coexist in the shadows. You are the once-trusted bodyguard of the beloved Empress. Framed for her murder, you become an infamous assassin, known only by the disturbing mask that has become your calling card. In a time of uncertainty, when the city is besieged by plague and ruled by a corrupt government armed with industrial technologies, dark forces conspire to bestow upon you abilities beyond those of any common man, but at what cost? The truth behind your betrayal is as murky as the waters surrounding the city, and the life you once had is gone forever.",19208,,,,,,,,,,,,,,,,,,,,,,
Celeste,26226,"105,047","2,698","107,745",96.04%,26226,0,155482,1516838400,3,6,celeste,"Help Madeline survive her inner demons on her journey to the top of Celeste Mountain, in this super-tight platformer from the creators of TowerFall. Brave hundreds of hand-crafted challenges, uncover devious secrets, and piece together the mystery of the mountain.",https://www.igdb.com/games/celeste,91.3,13,104,1,,,193388,193389,246595,,,21311,,,,14,48,49,130,170,,,,4,"Set on a fictional version of Mount Celeste, it follows a young woman named Madeline who attempts to climb the mountain, and must face her inner demons in her quest to reach the summit.",6291,25631,,,,,,,,,,,,,,,271,595,,,,,
A Hat in Time,6705,"49,280","1,065","50,345",96.04%,6705,0,266441,1507161600,6,14,a-hat-in-time,A Hat in Time is a cute-as-heck 3D platformer featuring a little girl who stitches hats for wicked powers! Freely explore giant worlds and recover Time Pieces to travel to new heights!,https://www.igdb.com/games/a-hat-in-time,79.6,13,6,1,2,3,64480,130178,190030,,,20983,,,,48,49,130,,,,,,1,,4188,,4,,,,,,,,,,,2,,,,,,,,,
Garry's Mod,3278,"1,066,252","35,902","1,102,154",96.03%,3278,0,406256,1103846400,3,6,garry-s-mod,"Garry's Mod is a physics sandbox. There aren't any predefined aims or goals. We give you the tools and leave you to play.

You spawn objects and weld them together to create your own contraptions - whether that's a car, a rocket, a catapult or something that doesn't have a name yet - that's up to you. You can do it offline, or join the thousands of players who play online each day.

If you're not too great at construction - don't worry! You can place a variety of characters in silly positions. But if you want to do more, we have the means.",https://www.igdb.com/games/garry-s-mod,,,3,1,2,3,96854,96855,,,,25606,25607,25608,,14,,,,,,,,1,,19356,,,,,,,,,,,,,,,,,,,,,,
Rhythm Doctor,27907,"19,949",317,"20,266",95.99%,27907,0,205410,1614297600,6,14,rhythm-doctor,"Save patients with your rhythm mastery! Rhythm Doctor is a rhythm game where you heal patients by defibrillating in time to their heartbeats. Learn each patient's unique heartbeat and defeat boss viruses trying to sabotage your rhythm, all set to heart-pumping, soul-soothing music.",https://www.igdb.com/games/rhythm-doctor,,,,1,2,3,118655,118656,,,,14739,,,,34,39,130,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
tModLoader,134157,"265,176","8,013","273,189",95.98%,134157,5,197598,1589673600,3,6,tmodloader,"tModLoader (TML) is an open-source, community-driven modification and expansion of the Terraria game that makes it possible to make and play mods.",https://www.igdb.com/games/tmodloader,,,,1,2,3,113229,113230,,,,10663,10664,10665,,14,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,
The WereCleaner,288623,"5,850",22,"5,872",95.98%,288623,0,382642,1715040000,6,39,the-werecleaner,Kyle is a Janitor. He's also a Werewolf. And now he's got the night shift. Fight for your life - and your paycheck - in a stealth-comedy game with surprises around every corner.,https://www.igdb.com/games/the-werecleaner,,,13,1,,,266124,,,,,,,,,,,,,,,,,3,"Kyle Milton is the janitor at Howlin' Hugs, famed plushie company. But Kyle has a secret - he's a werewolf! Everything is fine until Kyle is ordered to work the night shift or lose his paycheck. Reluctantly, Kyle goes to work in werewolf form, knowing full well the danger he poses to his coworkers.",,,,,,,,,,,,,,,,,,,,,,,
Baldur's Gate 3,119171,"640,329","21,197","661,526",95.97%,119171,0,289025,1691020800,6,14,baldurs-gate-3,"An ancient evil has returned to Baldur's Gate, intent on devouring it from the inside out. The fate of Faerun lies in your hands. Alone, you may resist. But together, you can overcome.",https://www.igdb.com/games/baldurs-gate-3,94.5,17,255,1,2,3,207626,214383,,,,24930,25469,,,167,169,170,,,,,,3,"The land of Faerûn is in turmoil. Refugees cross the wilds, fleeing the helltorn stronghold of Elturel. A vicious cult marches across the Sword Coast, uniting every race of monsters and men under the banner of a cryptic god they call the Absolute. Chaos strikes at Faerûn's foundations, and none may escape its talons. Not even you.

The grotesque nautiloid ship appears out of nowhere, blotting out the sun. Its writhing tentacles snatch you from where you stand. The mind flayers have come, imprisoning you on their ship, infecting you with their horrid parasite. You will become one of them.

By fate or fortune, you survive when the nautiloid crashes in the Sword Coast outlands. You set out for civilisation, desperate for a cure for the parasite festering in your brain, only to take centre stage in a conspiracy that runs as deep as the Nine Hells. New enemies await.

As for old foes... the shadows stir.
And all roads lead to the legendary city of Baldur's Gate.",20906,31097,4,,,,,,,,,,,,,,,,,,,,
Stray,276825,"141,439","3,956","145,395",95.96%,276825,1,345393,1700006400,49,,stray-blade-valley-of-strays,Sixth months have passed after Farren and Boji's last adventure in Stray Blade. Join both in the next chapter and protect Acrea from a new enemy which threatens to take over the long-forgotten land.,https://www.igdb.com/games/stray-blade-valley-of-strays,,,,1,,,,,,,,,,,,,,,,,,,,,,32690,,,,,,,,,,,,,,,,,,,,,,
Firework,112854,"38,760",817,"39,577",95.96%,112854,0,243202,1544054400,6,130,firework,Follow Yan the Defective One through his fight against the Fire Troops and let him unveil the Facility's mystery in this action platformer.,https://www.igdb.com/games/firework,,,,1,,,134560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Our Life: Beginnings & Always,122028,"11,447",131,"11,578",95.95%,122028,0,314328,1605484800,3,6,our-life-beginnings-and-always,"A twenty-dollar bill, four summers, fifteen years, and a one-of-a-kind life. Our Life is a nostalgic visual novel where you create your own character and grow from childhood to adulthood with the lonely boy next door.",https://www.igdb.com/games/our-life-beginnings-and-always,,,,1,,,110044,,,,,,,,,14,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Room 4: Old Sins,27725,"14,861",212,"15,073",95.91%,27725,0,155160,1516838400,6,34,the-room-old-sins,"The disappearance of an ambitious engineer and his high-society wife provokes a hunt for a precious artefact. The trail leads you to the attic of their home, and the discovery of an old, peculiar dollhouse. What secrets lie within these walls?",https://www.igdb.com/games/the-room-old-sins,80,1,,1,,,207123,,,,,,,,,39,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Sheepy: A Short Adventure,152436,"11,361",134,"11,495",95.91%,152436,0,362331,1707177600,6,,sheepy-a-short-adventure,"Sheepy: A Short Adventure is a short handcrafted pixel art platformer that follows Sheepy, an abandoned plushy brought to life.",https://www.igdb.com/games/sheepy-a-short-adventure,,,,1,,,143188,,,,,,,,,,,,,,,,,4,"Help Sheepy, an abandoned plushy brought to life, as he explores a forgotten and broken world.",,,,,,,,,,,,,,,,,,,,,,,
South Park™: The Stick of Truth™,1262,"61,121","1,511","62,632",95.88%,1262,0,87153,1393804800,6,9,south-park-the-stick-of-truth,"From the perilous battlefields of the fourth-grade playground, a young hero will rise, destined to be South Park’s savior. From the creators of South Park, Trey Parker and Matt Stone, comes an epic quest to become… cool. Introducing South Park: The Stick of Truth.You begin as the new kid in town facing a harrowing challenge: making friends.

As you start your quest the children of South Park are embroiled in a city-wide, live-action-role-playing game, casting imaginary spells and swinging fake swords. Over time the simple children’s game escalates into a battle of good and evil that threatens to consume the world.Arm yourself with weapons of legend to defeat crab people, underpants gnomes, hippies and other forces of evil.

Discover the lost Stick of Truth and earn your place at the side of Stan, Kyle, Cartman and Kenny as their new friend. Succeed, and you shall be South Park’s savior, cementing your social status in South Park Elementary. Fail, and you will forever be known… as a loser.",https://www.igdb.com/games/south-park-the-stick-of-truth,80.35714285714286,17,150,1,,,33830,55890,,,,7400,,,,12,48,49,130,,,,,2,,,,,,,,,,,,,,,4,,,,,,,,,
The Chronicles Of Myrtana: Archolos,218633,"14,640",211,"14,851",95.88%,218633,5,248713,1639094400,6,,the-chronicles-of-myrtana-archolos,"The Chronicles Of Myrtana: Archolos is a free, total conversion mod for Gothic II: Gold Edition. It features a completely new open world, improved skills systems, gameplay mechanics and complex story.

Main goal of this project is to honour one the best classic cRPG and take the die-hard fans of the original Gothic trilogy as well as new players on one more adventure in the Kingdom of Myrtana.",https://www.igdb.com/games/the-chronicles-of-myrtana-archolos,,,134,1,,,188613,,,,,,,,,,,,,,,,,1,"The Kingdom of Myrtana is in a dramatic situation. After the major defeat of the royal fleet in the waters of the Eastern Archipelago, the once thriving city of Archolos stood on the brink of crisis. Meanwhile, a young foreigner goes to the island in search of a new, better life.",,,,,,,,,,,,,,2,,,,,,,,,
Grimm's Hollow,125110,"13,232",181,"13,413",95.87%,125110,0,118243,1572480000,6,,grimms-hollow,"A spooky, freeware RPG where you search the afterlife for your brother. Reap ghosts with your scythe, explore haunted caves, and eat ghostly treats on your journey through death.",https://www.igdb.com/games/grimms-hollow,,,765,1,,,118994,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
Dead Cells,26855,"153,748","4,521","158,269",95.86%,26855,0,351787,1533513600,3,6,dead-cells,"Dead Cells is a rogue-lite, metroidvania inspired, action-platformer. You'll explore a sprawling, ever-changing castle... assuming you’re able to fight your way past its keepers in 2D souls-lite combat. No checkpoints. Kill, die, learn, repeat.",https://www.igdb.com/games/dead-cells,90.08333333333333,17,610,1,,,97154,159260,,,,,,,,14,34,39,48,49,130,167,,4,,19941,,,,,,,,,,,,,,,,,,,,,,
Subnautica,143025,"275,696","8,817","284,513",95.83%,143025,3,136391,1620950400,48,49,subnautica-plus-subnautica-below-zero-double-pack,"Combining the award-winning game Subnautica with its unreleased sequel Subnautica Below Zero, this Nintendo Switch exclusive allows players to fully immerse themselves in the full mystery surrounding the water world of planet 4546B. Craft equipment, pilot submarines and out-smart wildlife to explore lush coral reefs, volcanoes, cave systems, and more - all while trying to survive in both hostile water zones and frozen terrains.",https://www.igdb.com/games/subnautica-plus-subnautica-below-zero-double-pack,,,,,,,123576,154790,154791,,,,,,,130,167,,,,,,,,,14005,,,,,,,,,,,,,,,,,,,,,,
Volcano Princess,164994,"35,292",785,"36,077",95.79%,164994,0,299390,1682035200,6,49,volcano-princess,"After the war between humans and demons, you found a baby on the battlefield and became a father. You will Plan time and courses for her, bring her into contact with various roles, and raise her up. The daughter's future and the ending of the volcano country depends on each of your choices.",https://www.igdb.com/games/volcano-princess,,,,1,,,151076,151077,,,,,,,,169,,,,,,,,1,"Spend precious time with your daughter as she grows up!
You were a soldier of great virtue, who found this little girl the night the war ended.Raise your daughter from infancy, through schooling and into adulthood as you accompany her on the path to adulthood.

When you take your daughter out, as well as boating, eating, and amusement, you can also meet all kinds of town residents.
These residents aren't simply passengers in your daughter's life journey, they also have their own lives!
NPC residents have their own stories, and the choices of you and your daughter will affect their lives.
A wholesome and tender bonding experience!
Start with babbling and crawling, slowly learn manners, etiquette, knowledge...carefully arrange everything for her.Let her learn music and painting, or make her proficient in martial arts and fighting. What kind of future will intertwine with dozens of different skill combinations?

If you neglect her, your daughter may go astray.
Volcano Festival celebration! Competition! Adventure!
In the grand Volcano Festival celebration, let your daughter show off her skills in the competition!The secrets of the ancestors lay buried in the dark canyon, waiting for the brave to discover…
A variety of endings!
What kind of person will the daughter become?Will she be outstanding, ordinary, or evil?
Every decision will affect your daughter's future.
She can become anything and pursue all kinds of dreams, everything is up to you.",1728,,,,,,,,,,,,,,,,,,,,,,
TOEM,118193,"6,853",53,"6,906",95.79%,118193,0,241526,1631836800,3,6,toem,"An aesthetic adventure with the premise of enjoying the little things!
Toem is an adventure game, it aims to capture the curiosity of a child! Should I go left, right, who cares I'm on an adventure! Your smile, that's what's important to us.",https://www.igdb.com/games/toem,95,2,13,1,,,231346,264514,,,,,,,,14,49,130,167,169,,,,1,"By wandering around in TOEM, you are provided with stories told by other adventurers. They talk about serenity, the ever gazing eyes, and the pillars up high. An aesthetic journey inside a mysterious world. Stories, secrets, and undiscovered creatures. That’s what TOEM is all about.",11843,,,,,,,,,,,,,3,,,,,,,,,
